eval_count,offload_GA,offload_DE,offload_BITFLIP,offload_RESAMPLE,seq_GA,seq_SWAP,seq_VNS,seq_RESAMPLE,dev_DE,dev_GDE,dev_LEVY,dev_RESAMPLE,overall_GA,overall_DE,overall_GDE,overall_BITFLIP,overall_SWAP,overall_VNS,overall_LEVY,overall_RESAMPLE
108040,0.465,0.4225,0.1125,0,0.2575,0.085,0.6575,0,0.4775,0.385,0.1375,0,0.240833,0.3,0.128333,0.0375,0.0283333,0.219167,0.0458333,0
114040,0.48,0.4925,0.0275,0,0.1275,0.11,0.7625,0,0.48,0.4475,0.0725,0,0.2025,0.324167,0.149167,0.00916667,0.0366667,0.254167,0.0241667,0
120040,0.465,0.4525,0.0825,0,0.2425,0.055,0.7025,0,0.5225,0.34,0.1375,0,0.235833,0.325,0.113333,0.0275,0.0183333,0.234167,0.0458333,0
126040,0.5,0.4025,0.0975,0,0.1675,0.105,0.7275,0,0.425,0.43,0.145,0,0.2225,0.275833,0.143333,0.0325,0.035,0.2425,0.0483333,0
132040,0.5225,0.38,0.0975,0,0.135,0.16,0.705,0,0.43,0.45,0.12,0,0.219167,0.27,0.15,0.0325,0.0533333,0.235,0.04,0
138040,0.5275,0.39,0.0825,0,0.14,0.1875,0.6725,0,0.3875,0.49,0.1225,0,0.2225,0.259167,0.163333,0.0275,0.0625,0.224167,0.0408333,0
144040,0.525,0.42,0.055,0,0.125,0.19,0.685,0,0.6025,0.355,0.0425,0,0.216667,0.340833,0.118333,0.0183333,0.0633333,0.228333,0.0141667,0
150040,0.485,0.47,0.045,0,0.115,0.1775,0.7075,0,0.525,0.4275,0.0475,0,0.2,0.331667,0.1425,0.015,0.0591667,0.235833,0.0158333,0
156040,0.515,0.425,0.06,0,0.17,0.16,0.67,0,0.49,0.3975,0.1125,0,0.228333,0.305,0.1325,0.02,0.0533333,0.223333,0.0375,0
162040,0.5475,0.37,0.0825,0,0.225,0.165,0.61,0,0.555,0.38,0.065,0,0.2575,0.308333,0.126667,0.0275,0.055,0.203333,0.0216667,0
168040,0.455,0.4225,0.1225,0,0.235,0.125,0.64,0,0.555,0.415,0.03,0,0.23,0.325833,0.138333,0.0408333,0.0416667,0.213333,0.01,0
174040,0.52,0.4675,0.0125,0,0.23,0.14,0.63,0,0.525,0.4075,0.0675,0,0.25,0.330833,0.135833,0.00416667,0.0466667,0.21,0.0225,0
180040,0.4875,0.4625,0.05,0,0.1975,0.1225,0.68,0,0.5375,0.38,0.0825,0,0.228333,0.333333,0.126667,0.0166667,0.0408333,0.226667,0.0275,0
186040,0.485,0.43,0.085,0,0.125,0.2,0.675,0,0.3725,0.5175,0.11,0,0.203333,0.2675,0.1725,0.0283333,0.0666667,0.225,0.0366667,0
192040,0.5325,0.405,0.0625,0,0.1,0.2,0.7,0,0.5425,0.37,0.0875,0,0.210833,0.315833,0.123333,0.0208333,0.0666667,0.233333,0.0291667,0
198040,0.495,0.4825,0.0225,0,0.34,0.15,0.5075,0.0025,0.535,0.4175,0.0475,0,0.278333,0.339167,0.139167,0.0075,0.05,0.169167,0.0158333,0.000833333
204040,0.46,0.4775,0.0625,0,0.1675,0.1725,0.66,0,0.4975,0.465,0.0375,0,0.209167,0.325,0.155,0.0208333,0.0575,0.22,0.0125,0
210040,0.445,0.525,0.03,0,0.105,0.2025,0.6925,0,0.41,0.5325,0.0575,0,0.183333,0.311667,0.1775,0.01,0.0675,0.230833,0.0191667,0
216040,0.4775,0.44,0.0825,0,0.2475,0.1575,0.595,0,0.4625,0.4775,0.06,0,0.241667,0.300833,0.159167,0.0275,0.0525,0.198333,0.02,0
222040,0.5025,0.465,0.0325,0,0.175,0.165,0.66,0,0.435,0.52,0.045,0,0.225833,0.3,0.173333,0.0108333,0.055,0.22,0.015,0
228040,0.4825,0.4375,0.08,0,0.0875,0.1875,0.725,0,0.51,0.445,0.045,0,0.19,0.315833,0.148333,0.0266667,0.0625,0.241667,0.015,0
234040,0.48,0.45,0.07,0,0.1875,0.1325,0.68,0,0.535,0.4075,0.0575,0,0.2225,0.328333,0.135833,0.0233333,0.0441667,0.226667,0.0191667,0
240040,0.5125,0.445,0.0425,0,0.195,0.115,0.69,0,0.57,0.385,0.045,0,0.235833,0.338333,0.128333,0.0141667,0.0383333,0.23,0.015,0
246040,0.495,0.475,0.03,0,0.185,0.1725,0.6425,0,0.61,0.3575,0.0325,0,0.226667,0.361667,0.119167,0.01,0.0575,0.214167,0.0108333,0
252040,0.5,0.45,0.05,0,0.11,0.1825,0.7075,0,0.52,0.4475,0.0325,0,0.203333,0.323333,0.149167,0.0166667,0.0608333,0.235833,0.0108333,0
258040,0.475,0.4375,0.0875,0,0.245,0.16,0.595,0,0.43,0.495,0.075,0,0.24,0.289167,0.165,0.0291667,0.0533333,0.198333,0.025,0
264040,0.485,0.45,0.065,0,0.27,0.1475,0.58,0.0025,0.5975,0.325,0.0775,0,0.251667,0.349167,0.108333,0.0216667,0.0491667,0.193333,0.0258333,0.000833333
270040,0.4225,0.5625,0.015,0,0.2975,0.105,0.5975,0,0.55,0.39,0.06,0,0.24,0.370833,0.13,0.005,0.035,0.199167,0.02,0
276040,0.5275,0.4475,0.025,0,0.155,0.165,0.68,0,0.5325,0.39,0.0775,0,0.2275,0.326667,0.13,0.00833333,0.055,0.226667,0.0258333,0
282040,0.4375,0.5125,0.0125,0.0375,0.2,0.1775,0.6225,0,0.5525,0.39,0.0575,0,0.2125,0.355,0.13,0.00416667,0.0591667,0.2075,0.0191667,0.0125
288040,0.4475,0.485,0.055,0.0125,0.125,0.165,0.71,0,0.615,0.3675,0.0175,0,0.190833,0.366667,0.1225,0.0183333,0.055,0.236667,0.00583333,0.00416667
294040,0.525,0.4325,0.0425,0,0.1075,0.1775,0.715,0,0.5675,0.3875,0.045,0,0.210833,0.333333,0.129167,0.0141667,0.0591667,0.238333,0.015,0
300040,0.4725,0.4875,0.04,0,0.4475,0.065,0.4825,0.005,0.65,0.32,0.03,0,0.306667,0.379167,0.106667,0.0133333,0.0216667,0.160833,0.01,0.00166667
306040,0.515,0.4075,0.0775,0,0.24,0.1825,0.5775,0,0.5925,0.36,0.0475,0,0.251667,0.333333,0.12,0.0258333,0.0608333,0.1925,0.0158333,0
312040,0.5225,0.41,0.0675,0,0.2025,0.1375,0.6575,0.0025,0.61,0.33,0.06,0,0.241667,0.34,0.11,0.0225,0.0458333,0.219167,0.02,0.000833333
318040,0.525,0.4725,0.0025,0,0.605,0.0425,0.35,0.0025,0.65,0.2975,0.0525,0,0.376667,0.374167,0.0991667,0.000833333,0.0141667,0.116667,0.0175,0.000833333
324040,0.505,0.475,0.02,0,0.2,0.1475,0.6525,0,0.7875,0.195,0.0175,0,0.235,0.420833,0.065,0.00666667,0.0491667,0.2175,0.00583333,0
330040,0.4675,0.405,0.1275,0,0.1775,0.2025,0.62,0,0.5625,0.39,0.0475,0,0.215,0.3225,0.13,0.0425,0.0675,0.206667,0.0158333,0
336040,0.4575,0.5375,0.005,0,0.44,0.1025,0.45,0.0075,0.825,0.165,0.01,0,0.299167,0.454167,0.055,0.00166667,0.0341667,0.15,0.00333333,0.0025
342040,0.4925,0.4475,0.06,0,0.2675,0.175,0.5575,0,0.625,0.325,0.05,0,0.253333,0.3575,0.108333,0.02,0.0583333,0.185833,0.0166667,0
348040,0.505,0.4525,0.0425,0,0.21,0.1325,0.655,0.0025,0.6725,0.2825,0.045,0,0.238333,0.375,0.0941667,0.0141667,0.0441667,0.218333,0.015,0.000833333
354040,0.4925,0.4525,0.055,0,0.28,0.16,0.56,0,0.6175,0.3375,0.045,0,0.2575,0.356667,0.1125,0.0183333,0.0533333,0.186667,0.015,0
360040,0.545,0.4025,0.0525,0,0.135,0.2,0.665,0,0.5975,0.3675,0.035,0,0.226667,0.333333,0.1225,0.0175,0.0666667,0.221667,0.0116667,0
366040,0.49,0.4325,0.0775,0,0.1625,0.1825,0.655,0,0.6625,0.3,0.0375,0,0.2175,0.365,0.1,0.0258333,0.0608333,0.218333,0.0125,0
372040,0.505,0.4475,0.0475,0,0.175,0.1925,0.6325,0,0.6275,0.3,0.0725,0,0.226667,0.358333,0.1,0.0158333,0.0641667,0.210833,0.0241667,0
378040,0.5775,0.4,0.0225,0,0.1875,0.1875,0.625,0,0.4875,0.4625,0.05,0,0.255,0.295833,0.154167,0.0075,0.0625,0.208333,0.0166667,0
384040,0.5025,0.3825,0.115,0,0.2625,0.15,0.5875,0,0.535,0.4025,0.0625,0,0.255,0.305833,0.134167,0.0383333,0.05,0.195833,0.0208333,0
390040,0.4675,0.525,0.0075,0,0.4225,0.0825,0.495,0,0.7975,0.175,0.0275,0,0.296667,0.440833,0.0583333,0.0025,0.0275,0.165,0.00916667,0
396040,0.43,0.48,0.02,0.07,0.4275,0.14,0.43,0.0025,0.8375,0.0825,0.005,0.075,0.285833,0.439167,0.0275,0.00666667,0.0466667,0.143333,0.00166667,0.0491667
