=== CED_Schedule Configuration ===
Data directory: "data"
Data file: data_matrix_100.txt
Generations: 10000
Population size: 40
Random seed: 7
Pini (heuristic prob): 0.4
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/100/5
Migration: disabled
Stable mode: enabled
  resample_gate=15 reward_clip=0.2 eps0=0.2 eps_min=0.02 eps_k=0.01 lr0=0.05 lr_k=0.002
=================================
[Initial] Loading data from: "data\\data_matrix_100.txt"
Gen 2100: best_fit = 55.3196
Gen 2150: best_fit = 55.3097
Gen 2200: best_fit = 55.3057
Gen 2250: best_fit = 55.3051
Gen 2300: best_fit = 55.3036
Gen 2350: best_fit = 55.2999
Gen 2400: best_fit = 55.2922
Gen 2450: best_fit = 55.2888
Gen 2500: best_fit = 55.2885
Gen 2550: best_fit = 55.278
Gen 2600: best_fit = 55.2719
Gen 2650: best_fit = 55.2685
Gen 2700: best_fit = 55.2654
Gen 2750: best_fit = 55.262
Gen 2800: best_fit = 55.2614
Gen 2850: best_fit = 55.2571
Gen 2900: best_fit = 55.2568
Gen 2950: best_fit = 55.2524
Gen 3000: best_fit = 55.2524
Gen 3050: best_fit = 55.2484
Gen 3100: best_fit = 55.2457
Gen 3150: best_fit = 55.242
Gen 3200: best_fit = 55.238
Gen 3250: best_fit = 55.238
Gen 3300: best_fit = 55.2333
Gen 3350: best_fit = 55.2247
Gen 3400: best_fit = 55.2247
Gen 3450: best_fit = 55.2216
Gen 3500: best_fit = 55.2207
Gen 3550: best_fit = 55.2176
Gen 3600: best_fit = 55.2164
Gen 3650: best_fit = 55.2127
Gen 3700: best_fit = 55.2093
Gen 3750: best_fit = 55.2087
Gen 3800: best_fit = 55.2084
Gen 3850: best_fit = 55.2041
Gen 3900: best_fit = 55.2038
Gen 3950: best_fit = 55.2035
Gen 4000: best_fit = 55.2001
Gen 4050: best_fit = 55.1998
Gen 4100: best_fit = 55.1988
Gen 4150: best_fit = 55.1982
Gen 4200: best_fit = 55.1958
Gen 4250: best_fit = 55.1951
Gen 4300: best_fit = 55.1921
Gen 4350: best_fit = 55.1921
Gen 4400: best_fit = 55.189
Gen 4450: best_fit = 55.1847
Gen 4500: best_fit = 55.1813
Gen 4550: best_fit = 55.1779
Gen 4600: best_fit = 55.1717
Gen 4650: best_fit = 55.1717
Gen 4700: best_fit = 55.1665
Gen 4750: best_fit = 55.1665
Gen 4800: best_fit = 55.1665
Gen 4850: best_fit = 55.1653
Gen 4900: best_fit = 55.1643
Gen 4950: best_fit = 55.1603
Gen 5000: best_fit = 55.1573
Gen 5050: best_fit = 55.1573
Gen 5100: best_fit = 55.1573
Gen 5150: best_fit = 55.1573
Gen 5200: best_fit = 55.1573
Gen 5250: best_fit = 55.1573
Gen 5300: best_fit = 55.1539
Gen 5350: best_fit = 55.1502
Gen 5400: best_fit = 55.1502
Gen 5450: best_fit = 55.1437
Gen 5500: best_fit = 55.1437
Gen 5550: best_fit = 55.1431
Gen 5600: best_fit = 55.1425
Gen 5650: best_fit = 55.1425
Gen 5700: best_fit = 55.1425
Gen 5750: best_fit = 55.1422
Gen 5800: best_fit = 55.1415
Gen 5850: best_fit = 55.1382
Gen 5900: best_fit = 55.1375
Gen 5950: best_fit = 55.1375
Gen 6000: best_fit = 55.1375
Gen 6050: best_fit = 55.1338
Gen 6100: best_fit = 55.1338
Gen 6150: best_fit = 55.1338
Gen 6200: best_fit = 55.1338
Gen 6250: best_fit = 55.1265
Gen 6300: best_fit = 55.1265
Gen 6350: best_fit = 55.1265
Gen 6400: best_fit = 55.1265
Gen 6450: best_fit = 55.1261
Gen 6500: best_fit = 55.1261
Gen 6550: best_fit = 55.1261
Gen 6600: best_fit = 55.1261
Gen 6650: best_fit = 55.1261
Gen 6700: best_fit = 55.1221
Gen 6750: best_fit = 55.1221
Gen 6800: best_fit = 55.1191
Gen 6850: best_fit = 55.116
Gen 6900: best_fit = 55.116
Gen 6950: best_fit = 55.116
Gen 7000: best_fit = 55.116
Gen 7050: best_fit = 55.1129
Gen 7100: best_fit = 55.1129
Gen 7150: best_fit = 55.1129
Gen 7200: best_fit = 55.1126
Gen 7250: best_fit = 55.1126
Gen 7300: best_fit = 55.1126
Gen 7350: best_fit = 55.1126
Gen 7400: best_fit = 55.1126
Gen 7450: best_fit = 55.1126
Gen 7500: best_fit = 55.1095
Gen 7550: best_fit = 55.1095
Gen 7600: best_fit = 55.1095
Gen 7650: best_fit = 55.1095
Gen 7700: best_fit = 55.1095
Gen 7750: best_fit = 55.1095
Gen 7800: best_fit = 55.1095
Gen 7850: best_fit = 55.1092
Gen 7900: best_fit = 55.1092
Gen 7950: best_fit = 55.1089
Gen 8000: best_fit = 55.1089
Gen 8050: best_fit = 55.1058
Gen 8100: best_fit = 55.1024
Gen 8150: best_fit = 55.1024
Gen 8200: best_fit = 55.1024
Gen 8250: best_fit = 55.1024
Gen 8300: best_fit = 55.1024
Gen 8350: best_fit = 55.1024
Gen 8400: best_fit = 55.1024
Gen 8450: best_fit = 55.1018
Gen 8500: best_fit = 55.1018
Gen 8550: best_fit = 55.1018
Gen 8600: best_fit = 55.1018
Gen 8650: best_fit = 55.1018
Gen 8700: best_fit = 55.1018
Gen 8750: best_fit = 55.1012
Gen 8800: best_fit = 55.1012
Gen 8850: best_fit = 55.1012
Gen 8900: best_fit = 55.1012
Gen 8950: best_fit = 55.1012
Gen 9000: best_fit = 55.1012
Gen 9050: best_fit = 55.1012
Gen 9100: best_fit = 55.1009
Gen 9150: best_fit = 55.1009
Gen 9200: best_fit = 55.1006
Gen 9250: best_fit = 55.1006
Gen 9300: best_fit = 55.1006
Gen 9350: best_fit = 55.1006
Gen 9400: best_fit = 55.0972
Gen 9450: best_fit = 55.0966
Gen 9500: best_fit = 55.0966
Gen 9550: best_fit = 55.0966
Gen 9600: best_fit = 55.0892
Gen 9650: best_fit = 55.0889
Gen 9700: best_fit = 55.0889
Gen 9750: best_fit = 55.0889
Gen 9800: best_fit = 55.0889
Gen 9850: best_fit = 55.0889
Gen 9900: best_fit = 55.0889
Gen 9950: best_fit = 55.0889
Gen 10000: best_fit = 55.0889

=== Final Results (CC-HIHH-UCB) ===
Solver: CCHIHH
Subpopulations per block: 8
Generations = 10000
The best solution = 55.0889
Time = 98.897 s
